ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
antonio,1825,Monterey,1,True,new-candidate,2,1857852,"h., MS., i. 51. 1523. Juan Alvires was still alcalde. On July 19th, Gov. Argiiello wrote to the alcalde that Antonio Suaol had introduced into the pueblo a quantity of rum and honey to sell at retail, concocting therefro",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1825,San Diego,1,False,new-candidate,2,1641737,"o, or revenue collector, in 1825-8, when Juan Bandini was appointed to fill the position by the governor. Jos^ Antonio Estudillo was a kind of associate collector with Bandini, and at the same time treasurer of municipal",weak-new,"known ship, undated narrative mention"
antonio,1826,,3,False,new-candidate,2,1701481," and Jos6 Maria Aguilar; sindico, Josd Palomares; secretary, Narciso Botello, and later Fran- cisco Morales. Jos6 Antonio Carrillo had been elected alcalde for this year; but 9 citizens protested that his election was il",weak-new,"known ship, undated narrative mention"
antonio,1826,Monterey,2,True,new-candidate,2,1831368,"s go farther to Olemochoe, or San Antonio, the stream, dry in summer, rising in the laguna of Ocolom, or San Antonio, the lands of which join those of Novato, Colomache, and Echa- camal, ' going round the hill.' Laguna o",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1827,,4,True,new-candidate,2,1723830,". Sta M6nica is mentioned as a rancho adjoining Conejo. In Register of Brands, MS., 31-2, is a descriplion of Antonio Maria Ortega's SAN GABRIEL. 567 At San Gabriel Padre Jose ^lari'a Zalvidca served till March 182G, whe",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1827,Monterey,1,False,new-candidate,2,1858906,"them from the mission stores. <S'. Jose, Arch., MS., vi. 2-4. 182G. No record of members of the ayuntamiento. Antonio Suiiol, post- master. Postal revenue $9. Dept. St. Pap., Ben. Mil., MS., Ivii. 8; Ixxxviii. 58. Xov. 1",weak-new,"known ship, undated narrative mention"
antonio,1827,San Francisco,3,False,new-candidate,1,163204,"h S. ), Historical Events. MS. Hernandez (Joai Maria P.), Compendio de la Geografia. Mexico, 1872. Herrera (Antonio de), Historia General de los Hcchos de los Castellanos en las Islas i Tierra Firme del Mar Oc&mo. Madrid",weak-new,"known ship, undated narrative mention"
antonio,1827,Santa Bárbara,2,True,new-candidate,2,1735614,"^ The amount of supplies furnished by this mission to the presidio from 1822 to April 1827 was $21,203. Jose Antonio cle la Guerra y Noriega continued to be captain of the Santa Barbara company, but he acted as commandan",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1828,,5,True,new-candidate,2,1703795," to exterminate. Los Angeles, Peglamento de Policia formado pior el Ayu7itamiento, 1827, MS. 1828. Alcalde, Jos6 Antonio Carrillo; regidor, Desiderio Ibarra; secretary, Jos6 Palomares. Manuel Domniguez was elector de par",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1828,Monterey,1,False,new-candidate,2,2045207," in 1822) 1803; Santiago de Sta Ana, to Yorba 1809; Cienegas, to Avila (?) 1823; La Brea, to Rocha 1828; San Antonio, to Lugo (re-grant 1838) 1810-23-27; Sauzal Redondo, to Avila (re-grant 1S37) 1822. Monterey District:—",weak-new,"known ship, undated narrative mention"
antonio,1828,San Diego,1,False,new-candidate,2,1641021," retired sometime before 1825, and succeeded as company sergeants by Jose Gongora and Pedro Lobo. In 1828 Jose Antonio Pico was the sergeant, the other place being vacant.^ There were several other officials at San Diego",weak-new,"known ship, undated narrative mention"
antonio,1828,San Francisco,1,False,new-candidate,1,57744," Argiiello (Luis Antonio), Cartas del Comandante y Gobemador. MSS. In the different archives. Argiiello (Luis Antonio), Hoja de Servicios hasta 1828. MS. Argiiello (Santiago), Correspondencia del Comandante y Prefecto. M",weak-new,"known ship, undated narrative mention"
antonio,1828,San Pedro,4,False,new-candidate,2,1718634,"anclios in this district during the decade, but it appears that a grant of La Brea was made in 1828 to Jose Antonio Rocha/^ and also that of San Antonio to Antonio Maria Lugo.^'* There is also a record that Las Cienegas ",weak-new,"known ship, undated narrative mention"
antonio,1828,Santa Bárbara,1,False,new-candidate,2,2043068,"ave beea given in previous chapters, especially in chap, xxiv.-xxvii. of this volume. San Dic'jo Di>ttrir(:—San Antonio Abad (?), to before 1828: Sta Maria de Penasnuitos, to Ruiz and Alvarado 1823; Rosario, or Las Barra",weak-new,"known ship, undated narrative mention"
antonio,1829,,4,True,new-candidate,2,1655420,"named and no more; j-et we know that in Jan. or March 1829 Echeandia had granted one league at Otay to Jos6 Antonio Estudillo; another league at Otay (.Janal?) to Maria Magda- lena Estudillo; and Tia Juana, across the li",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1829,San Diego,5,True,new-candidate,1,243927,"s, Manihesto de su cargamento para California, 1769. MS. San Carlos, Libros de Mision. MS. Sanchez (Jos^ Antonio), Campaua contra Estanislao, 1829. MS. Sanchez (-Josd Antonio), Con-espondencia del Alf^rez. MS. Sanchez (J",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1829,San Francisco,2,True,new-candidate,2,1820996,"Martinez paid §132, the rancho not being named, but in 1829 he owned Pinole. Dept. Bee, MS., vii. 78; the S. Antonio paid §53, had GO horses and MISSION DOLORES. 595 At San Francisco Mission Paclrc Bias Ordaz was succeed",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1829,Santa Bárbara,1,False,new-candidate,2,1757353,"1823; Juan Moreno came in 1827; Antonio Ripoll fled at the beginning of 1828; in 1829 Moreno was succeeded by Antonio Jimeno, and Jaime died.^ Under the the authorities, citizens, padres, and neojihytes. chap. xxi. In Ju",weak-new,"known ship, undated narrative mention"
antonio,1830,,8,True,new-candidate,2,1651944,"lt by a Pico in 1824; and that by 1830 there had been added 7 more, including those of Juan Rodriguez, Jos6 Antonio Es- tudillo, Juan Bandini, Tomasa Alvarado, Rosario Aguilar, the 'French bakery,' and part of the 'Seely",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1830,Monterey,3,True,new-candidate,2,1775578,"presidio in 1822-7- DejJt. Bee, MS., v. 38-9. '8 For biographical sketch of Payeras see chap. xxii. this vol. Antonio Catarino Rodriguez was one of the few Mexican friars in California before 1830, having been born at Sa",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1830,San Diego,2,False,new-candidate,2,1642923,"no was chosen as elector in 1827-8; and Juan Maria Osuna in 1830. Last and not least must be mentioned Padre Antonio Menendez, a Dominican who came up from the peninsula with Echeandia in 1825, and ministered spiritually",weak-new,"known ship, undated narrative mention"
antonio,1830,San Francisco,4,True,new-candidate,2,1783022,"ion— Descriptions by Visitors — School — Municipal Govern- ment and Criminal Record — Attached to San Francisco. Luis Antonio Arguello was captain of the San Francisco company until his death, which occurred March 27, 18",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1831,,1,False,new-candidate,1,100312,"6 Die. 1837. MS. Carrillo (Carlos Antonio), Exposicion sobre el Fondo Piadoso. Mexico, 1831, Carrillo (Carlos Antonio), Pedimento de Reos, 1814. MS. CaiTillo (Domingo), Cartas Sueltas. MS. Carrillo (Domingo), Documentos ",weak-new,"known ship, undated narrative mention"
antonio,1831,San Francisco,3,False,new-candidate,1,72101,", Verdadera Causa de la Revolucion. Toluca, 1831. Bernal (.Juan), ilemoria de un Californio. MS. Ben-eyesa (Antonio), Relacion de sus Recuerdos. MS. Berreyesa and Carrillo, QiiaiTel at Sonoma, 1846. MS. Berry (George), T",weak-new,"known ship, undated narrative mention"
antonio,1832,,2,False,new-candidate,2,2286258," H. Benton in '47. Owner of Stockton Independent 'G5-75. Later U.S. storekeeper int. rev. at S.F. Bermudcz (Antonio, Atansio, Dolores), at L. Ang. '46. B. (Domingo), 1832, at Sta B. B. (Francisco), 1832, soldier at Sta B",weak-new,"known ship, undated narrative mention"
antonio,1832,San Diego,1,False,new-candidate,1,244447,"Jos4 Antonio), Journal of the enterprise against the Cosemenes, 1823. In Beechey's Voy., ii. 27. Sanchez (JoscS Antonio), Notas al Reglamento de Secularizacion, 1832. MS. Sanchez (.Jos6 Ramon), Notas Dictadas por el Ciud",weak-new,"known ship, undated narrative mention"
antonio,1832,San Francisco,1,False,new-candidate,1,61427,"E.), Life in California. Boston, n.d. Avery (Benjamin Parke), Californian Pictures. New York, 1878. Avila (Antonio), y otros, Papeles tocantes & su sedicion, 1832. MS. Avila (Juan), Notas CaUfomianas. MS. Avila (ilaria I",weak-new,"known ship, undated narrative mention"
antonio,1833,,1,False,new-candidate,1,238730,", 1823. Rosa (Luis de la), Ensayo sobre la Administracion Publica de Mexico. Mex- ico, 1833. 4to. Rosas (Jos6 Antonio), Causa Criminal, 1800-1. MS. Rosignon (Julio), Porrenir de Vera Paz. Guatemala, 1861. Ross, Contrat d",weak-new,"known ship, undated narrative mention"
antonio,1834,,5,False,new-candidate,1,114250," al Virey sobre Defensas de Cal., 179C. MS. Comwallis (Kinahau), The New El Dorado. London, 1858. Coronel (Antonio F.), Cosas de California. MS. Coronel (Antonio F.), Documentos para la Historia de California. MS. Corone",weak-new,"known ship, undated narrative mention"
antonio,1835,,1,False,new-candidate,1,243387,"eltos, 1779 et seq. MS. San Antonio, Extracto del Libro de Difuntos. Muerte de Sarria, 1835. MS. San Antonio, Libros de Mision. MS. San Bernardino, Argus, Guardian, Independent, Times. San Buenaventura, Free Press, Ventu",weak-new,"known ship, undated narrative mention"
antonio,1836,,3,False,new-candidate,1,119416,"der. MS. Dana (Guillemio G.), and Vicente Moraga, Lista de Extrangeros en Sta Bi'ir- bara, 1836. MS. Danti (Antonio), Diario de xm Reconocimiento de la Alameda, 1795. MS. Dartin (V.), Eefiecciones d los Californios 6 His",weak-new,"known ship, undated narrative mention"
antonio,1836,San Francisco,1,False,new-candidate,1,100041,"a Cal., 1831-2. MS. Carrillo (CArlos Antonio), Cartas al General Vallejo. Die. 1836. MS. Carrillo (Girlos Antonio), Correspondencia Miscelanea. MS. Carrillo (Carlos Antonio), Discurso al tomar el maudo politico en Los An",weak-new,"known ship, undated narrative mention"
antonio,1837,,3,True,new-candidate,1,100224,"illo (Carlos Antonio), Discurso al tomar el maudo politico en Los Angeles, 6 Die. 1837. MS. Carrillo (Carlos Antonio), Exposicion sobre el Fondo Piadoso. Mexico, 1831, Carrillo (Carlos Antonio), Pedimento de Reos, 1814. ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1837,San Francisco,1,False,new-candidate,1,100109,"General Vallejo. Die. 1836. MS. Carrillo (Girlos Antonio), Correspondencia Miscelanea. MS. Carrillo (Carlos Antonio), Discurso al tomar el maudo politico en Los Angeles, 6 Die. 1837. MS. Carrillo (Carlos Antonio), Exposi",weak-new,"known ship, undated narrative mention"
antonio,1838,,1,False,new-candidate,2,2186890," Sonoma. A. (L. C), 1847, sheriff at S. Jose. V. 662. Antolino, 1846, neoph. of S. Jos6 mission, v. 23. Antonio, 1838, grantee of Saca rancho. iii. 655. Antonio, 1846, N. Mex. of the Donner party, who perished, v. 531, 5",weak-new,"known ship, undated narrative mention"
antonio,1839,,1,False,new-candidate,2,2615211,"f Daniel Hill. In '42 collector at Sta B., and grantee of Dos Pueblos rancho. iv. G42; in '43 grantee of S. Antonio ranclio. iv. G3j; in '4."") alcalde of Sta B., and Mitli his father-in-law lessee of the missiim. iv. 426",weak-new,"known ship, undated narrative mention"
antonio,1840,,4,False,new-candidate,1,282064,"rnia, Act to Create and Organize, n.pl. n.d.; also many other pamphlets. Reports, Addresses, etc. Unzueta (Juan Antonio), Informe Presentado al Presidente de los Estados Unidos Mexicanos por el Contador Mayor. Mexico, 1S",weak-new,"known ship, undated narrative mention"
antonio,1841,,1,False,new-candidate,2,1903338,"badly swindled in two instances. As late as 1841 an effort was being made to ascertain the whereabouts of one Antonio Arana who had failed to account for a consigrmient of produce worth $12,000 sent to him twenty years b",weak-new,"known ship, undated narrative mention"
antonio,1841,Refugio,2,False,new-candidate,2,2174446,"idad rauclio '36; wife Maria Ant. Larios; children, Benito, Esperanza, Casimiro, Ezequiel, Refugio, Dario. Amejar (Antonio), at S. Mateo '35. Ambris (L'oroteo), 1841, Ind. novice who came with the bishop, iv. 195. Sub-de",weak-new,"known ship, undated narrative mention"
antonio,1841,San Francisco,1,False,new-candidate,1,167499,"s), Narrative of a Pioneer of 1841. JIS. Horn (Hosea B.), Horn's Overland Guide. New York, 1852. Horra (Antonio de la Coneepeion), Representacion al Virey contra los Jlisi- onerosde Cal., 1798. MS. Howard (Volney E.), Sp",weak-new,"known ship, undated narrative mention"
antonio,1842,,1,False,new-candidate,2,2330685,"d Vicente), ditto. B. (Joa- quin), teacher at Los Ang. '30. ii. 564. B. (Jos6 Ant.), at Los Ang. '19, and S. Antonio rancho '29. ii. 354, 616; in '36 at Mont., age 50, wife Maria de la Luz :Morales, child. Jos6 de Jesus ",weak-new,"known ship, undated narrative mention"
antonio,1842,San Francisco,3,False,new-candidate,1,223899," 1828-46. Pico (JosiS de Jesus), Acoutecimientos en California. jMS. Pico (Josi5 do Jesus), Mofras at S. Antonio, 1842. JNIS. Pico (Josi Maria, Dolores, Andres, Antonio Maria, Jos^ Antonio, Jos6 da Jesus, Pio, etc.) C.ir",weak-new,"known ship, undated narrative mention"
antonio,1844,,3,True,new-candidate,1,213685,"s Terrarum. Antverpia;, 1573. folio. Osboru {\Y. B.), NaiTative of a Visit to S. Francisco, 1844. MS. Oslo (Antonio lilaria). Carta sobre Combinaciones Politicas, 1803. MS. Oslo (.Vutonio Maria), Carta 6, Vallcjo. 23 Nov",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1845,,3,False,new-candidate,1,102934,"o de Califomias. Mexico, 1845. Castillero (Andres), Varias Cartas del Capitan y Comisionado. IMS. Castillo (Antonio del), Memoria sobre las iiiuas do Azuguc do America. Mexico, 1871. Castillo (Felipe), Itinerario desde S",weak-new,"known ship, undated narrative mention"
antonio,1845,Monterey,1,False,new-candidate,1,51916,"radores de Misiones, 1839. MH. Alvarado and Castro, Esposicion eontra Micheltorena, 1845. MS. Alviso (JosiS Antonio), l)ocumentos para la Historia de California. MS., 1817-50. Alviso (Jos6 Antonio), Campaiia de Natlvidad",weak-new,"known ship, undated narrative mention"
antonio,1846,,4,False,new-candidate,2,2186947," 662. Antolino, 1846, neoph. of S. Jos6 mission, v. 23. Antonio, 1838, grantee of Saca rancho. iii. 655. Antonio, 1846, N. Mex. of the Donner party, who perished, v. 531, 534, 537. A. (Juan), 1847, Cahuilla chief, v. 617",weak-new,"known ship, undated narrative mention"
antonio,1847,,1,False,new-candidate,2,2647279,"Francisco, Jose, Julio, Manuel, Martin, Nasario, Rafael, Ramon, Vicente), living in the Los Ang. region '46. D. (Antonio Ign. ), soldier at Sta B. '32, wife Eulalia Higucra. D. (Cayetano), settler at Los Ang. '13. ii. 35",weak-new,"known ship, undated narrative mention"
antonio,1848,,4,False,new-candidate,2,2183309,"ilor-carpenter at Mont., aided by the consul, perhaps same as preceding. Andrade (Jos6 M.), 1S3G, admin, at S. Antonio, iii. 687-8; arrested at Sta B. in '39. iii. 654-5; grantee of land at S. F. in '46. A., or Andrado (",weak-new,"known ship, undated narrative mention"
antonio,1848,San Diego,1,False,new-candidate,2,1639808,"go, and the founder of the southern branch of the family, a member of which, Don Jos6 Guadalupe, son of Jos6 Antonio, once held the office of state treasurer. Another of the cap- tain's sons, Don Jos6 Joaquin, also figur",weak-new,"known ship, undated narrative mention"
antonio,1848,San Francisco,1,False,new-candidate,1,154683,"eq. Guerra (Francisco), et al. Investigations of a charge against as Revolutionists, 1848. MS. Guerra (Jos(5 Antonio), Cartas. MS. Guerra (Pablo), Corauuioaciones. MS. Guerra y Noriega (Jos^), CorresiJondencia del Capita",weak-new,"known ship, undated narrative mention"
antonio,1848,Trinidad,1,False,new-candidate,2,2580153,", Cal. claim $50. (v. 462); perhaps 'Crawley,' q.v. Crowninshields (Jacob), 1848, lot-owner at S.F. Cruceno (Antonio), at Sta B. '32, wife Teresa Verdugo, 5 child. Cruell (Robert), 1846, doubtful name in Sta B. region, v",weak-new,"known ship, undated narrative mention"
antonio,1849,,1,False,new-candidate,1,47795,"rni (Pedro), Parecer sobre el sitio de Branciforte, 1796. MS. Album Mexicano. Mexico, 1849 et seq. Alcedo (Antonio de), Diccionario Geogrdfico Hist6rico de las Indias Occiden- tales. Madrid, 1786-9. 5 vols. Alexander (B.",weak-new,"known ship, undated narrative mention"
antonio,1849,Santa Bárbara,1,False,new-candidate,1,235947,"a Doctrina Cristiana. Monterey, 1842. Ripley (R. S.), The War with Mexico. New York, 1849. 2 vols. RipoU (Antonio), Levantamiento de Indies en Santa Barbara, 1S24. MS. Rivera, jS'ueva Coleccion de Leyes. [Mexico.] 1835. ",weak-new,"known ship, undated narrative mention"
antonio,1850,,3,True,new-candidate,1,84246,"(James), Instructions to Vorhies, Oct. 7. 1848. In Cal. and N. Mex., Mess, and Doc. 1850. p. 6. Buehia (Antonio), Cartas de nn Vecino de S. Jos^. 5IS. Buelua (Felix), Narracion sobre Tiempos Pasados. MS. Buffalo (N. Y.),",strong-new,"known ship, dated HoC event, no existing row that year"
apollon,1820,San Francisco,1,True,new-candidate,2,1323065," B., MS., xii. 169. Alvarado, Nist. Cal, MS., i. 228-9, says that 3 Russian corvettes, the Minerva, Ceres, and Apollo, wintered at San Francisco, rescuing three English prisoners who had deserted from the Columbia River.",strong-new,"known ship, dated HoC event, no existing row that year"
apollon,1821,San Francisco,1,True,new-candidate,2,1323378,"1; for Jan. 21, 1821, Lieut. Martinez writes of the Russian officers, 20 in number, of the two corvettes, the Apollo probably being an error of Alvarado, as very fine gentlemen, including famous men of science, who could",strong-new,"known ship, dated HoC event, no existing row that year"
apollon,1822,,1,False,attach,2,1483303,"pt., perhaps making a trip to the north in the mean time. Duties $800, includ- ing tonnage at ^2.50 per ton. Apollo, Russian frigate; at S. F. from March to May, buying $3,G47 of provisions. She came back in November. Sa",auto-attach,ship+year already in registry; HoC corroboration
apollon,1823,,1,True,attach,2,1454693,"is filled with alarm at his letter. Has noticed nothing suspicious, but is closely watching the Russian frigate Apollo. Dept. Rtc, MS., i. .55. March 8th, P. Amor6s to prefect. Has entertained the Russian officers at San",auto-attach,ship+year already in registry; HoC corroboration
apollon,1823,Monterey,1,True,attach,2,1566310,"z. Bitrik, Russian brig; Basilio, master. At S. F. in Jau., paying §234, and perhaps at Mont, in Dec. 1823. Apollo, Creiser, and Ladoga, Russian frigates at S. F. in Jan., having arrived in the autumn of 1823. The Creise",auto-attach,ship+year already in registry; HoC corroboration
apollon,1823,San Francisco,1,False,attach,2,1990430," dangers on the northern frontier; and in California, though some uneasiness was caused by the presence of the Apollo, which had wintered at San Francisco, and of the Creizer and Ladoga, Russian frigates which arrived la",auto-attach,ship+year already in registry; HoC corroboration
apollon,1824,,1,False,attach,2,1992239,"ian vessels in Californian ports in 1824 were the traders Bulddkof and Rurik; the frigates Creizer, Ladoga, and Apollo; and the Predpriate under Otto von Kotzebue.-' Business relations continued altogether friendly, and ",auto-attach,ship+year already in registry; HoC corroboration
apolonia,1822,Monterey,1,False,new-candidate,2,1483950," Noiclan, or Newlands, English ship; Wm. Clark, master; at Sta B. and S. Diego in May, bound for Callao. Sta Apolonia, which appears to be the Eagle of 1822, got off the bar, re- christened, and despatched to Mazatlan an",noise,"unknown ship, undated mention"
apolonia,1823,,1,False,attach,2,2191377,"er near S. Jos6, where ho still lived in '85. His wife died in '73. ' Arana (Antonio), 1823, mr of the Sta Apolonia, who down to '41 had not ac- counted for a consignment of mission products, ii. 492, 619. Arana (Gregori",noise,"unknown ship, undated mention"
apolonia,1826,,1,False,new-candidate,2,2261694,"n. '49; ment. by Colton as owner of Vernon. Perhaps same as the ' doctor.' B. (Manuel), 1826; mr of the Sta Apolonia. iii. 148. Bathgate (Geo.), 1848, Co. F, N.Y.Vol. (v. 499); d. before '82. Baugh (Theodore E. ), 1845, ",noise,"unknown ship, undated mention"
aquiles,1778,Trinidad,1,False,new-candidate,2,2477968,"eon, b. '34; in later years ranchero near Castroville; still living '85. C. (Luis), Span, soldier who left the Aquiles at Sta B. iii. 27, 51-2; atS. Gabriel '28-9, 60 years old, single, of good conduct. C. (Luis), at Los",weak-new,"known ship, undated narrative mention"
aquiles,1825,,1,True,attach,2,1758663,"1824 there occurred the exciting episode of the great Indian revolt, chap, xxiii. In May 1825 the Spanish ship Aquiles visited this port, greatly to the scandal of Sta Bai'bara society. Hist. Cal., chap. i. vol. iii., th",auto-attach,ship+year already in registry; HoC corroboration
aranzazu,1793,San Francisco,2,False,attach,1,1718844,"PY BODEGA. . 517 a road opened from Sari Francisco across to Bodega. These instructions came up on the Aranzazu, which arrived at San Francisco the 24th of July. ^° Arrillaga obtained boats from the vessels, set across s",auto-attach,ship+year already in registry; HoC corroboration
aranzazu,1794,Monterey,1,False,attach,1,1737477,"els, the Valdes under Bertodano, and Horcasitas, under Mon- dojia, touched at Monterey in July and August."" The Aranzazu made two trips down from Nootka arriving in July and September. On the former voyage she was under ",auto-attach,ship+year already in registry; HoC corroboration
aranzazu,1796,,1,False,attach,1,1897849," S; Prov. St. Pap., MS., x.xi. 246; Prov. Rec, MS., vi. 1G3. The new-eomers of 1796, arrivuig in June by the Aranzazu, were: Payeras, Jos6 Maria Fernandez, Peyri, Viader, and Cortes. Prov. St. Pap., MS., xiv. 139; Prov. ",auto-attach,ship+year already in registry; HoC corroboration
aranzazu,1802,Monterey,1,False,new-candidate,1,1694330,"ootka by the Ilorcasltas,^^ and Cuadra remained in California through the winter. Before the end of October the Aranzazu, under Caamano, arrived at Monterey from the north. etc. Madrid, 1802, 8vo, 7 1. clxviii. 185, 20 p",weak-new,"known ship, undated narrative mention"
aranzazu,1809,,1,False,new-candidate,1,1649019,y considered. I applied to the missions for vestments and sacred vessels; and as soon as the commander of the Aranzazu furnished the sirvientes allowed for the new establishments I proceeded to Santa Clara in order to ex,weak-new,"known ship, undated narrative mention"
aser,1803,,1,True,new-candidate,2,75835,"ed the Ajiser, Capt. Rowen. St. Pap., Sac, MS., v. 83-4. Oct. 1st, Gov. to Com. of Sta Bdi'bara, calling the vessel Aser, Capt. Rowen, 26 guns and 32 men. Prov. Pec, xi. 97. Oct. 3d, Gov. to Rodriguez, is informed cf the",review-new-ship,unknown ship w/ full date — FP-screen then review
asia,1769,San Diego,1,False,new-candidate,1,463690,"was also naturally used to designate the country extending indefinitely northward to the strait of Anian, or to Asia, except as interrupted in the view of some foreign geographers by Drake's New Albion. Kino at the mouth",weak-new,"known ship, undated narrative mention"
asia,1774,Monterey,1,False,new-candidate,1,1685599," in former years to her exclusive claims in the far north, now that the geographical relations of America and Asia were approximately known, and the occupation of Cal- ifornia had furnished suitable ports for the Philipp",weak-new,"known ship, undated narrative mention"
asia,1776,,1,False,new-candidate,1,580458, Northern Mystery was the belief in and search for an interoceanic strait sepa- rating the Mexican regions from Asia. This strait at first was between South America and tlie Asiatic main; but was pushed constantly northw,weak-new,"known ship, undated narrative mention"
asia,1790,,1,False,new-candidate,1,1442838,"ditionary and very doubtfully authenticated. She was the daughter of one Dioscoro who lived once upon a time in Asia Minor, a cruel idolater who gave his daughter to be tortured for her adherence to Christianity, and cut",weak-new,"known ship, undated narrative mention"
asia,1825,,2,True,attach,2,2412720,"0. Campo, see ' Fernandez ' del C. and ' Perez ' del C. Cani5 (Vicente), 1825, Span, sailor landing from the Asia at Mont. iii. 51, 92-3; permitted to remain and marry in '28; grantee of S. Bernardo rancLo '40; admin, an",auto-attach,ship+year already in registry; HoC corroboration
asia,1825,Monterey,1,True,attach,2,1887957,"t to ratify it March 26th, held its last session April 7th, and was suspended in May. The Spanish men-of-war, Asia and Constante, surrendered in April. In July came Sub-Comisario Herrera, Capt. Gonzales, and a band of co",auto-attach,ship+year already in registry; HoC corroboration
asia,1827,Bodega,2,True,new-candidate,2,2002111,"of January 1825 it speaks of '* the Russians, who, having extended their power to the most northern limits of Asia on the South Sea, might advance their steps within our limits.""^* In 1827, however, the junta had learned",strong-new,"known ship, dated HoC event, no existing row that year"
asia,1833,,1,False,new-candidate,1,1257,"hic conjecture, its position, somewhere on the way from Mexico to India, being vaguely fixed by such bounds as Asia, the north pole, Newfoundland, and Florida, it has drawn upon itself a liberal share of the world's noti",weak-new,"known ship, undated narrative mention"
asia,1849,San Francisco,1,False,new-candidate,1,60262,"Records kept during journey made by members of California Association from Monroe, Mich., to Cal., 1849. MS. Asia y Constante, Ti-atado de Capitulacion de los Navios, 1825. MS. Assembly, Sessions of 1846. In U. S. vs. Bo",weak-new,"known ship, undated narrative mention"
asia,1850,,1,True,new-candidate,1,108388," the World. London, 1870. Clark (Samuel), Life and Death of Sir Francis Drake. London, 1761. 4to. Clarke (Asia Booth), The Elder and the Younger Booth. Boston, 1882. Clarke (Charles E.), Speech on Admission of California",strong-new,"known ship, dated HoC event, no existing row that year"
aspiroz,1814,,1,False,new-candidate,2,2216881," N.Y.Vol.; killed by Ind. in S. Joaq. Vah in '47. Asken (Wm), 1840, Engl, pilot of the Ninfa; at Mont. '41. Aspiroz (Salvador), 1814, teacher Avith Gov. Sola. ii. 426. Quarrel with Guerra '17. ii. 382. Asuncion (Fr. An- ",weak-new,"known ship, undated narrative mention"
aspiroz,1817,,1,False,new-candidate,2,1144322,"159-7L The same author. Id., i. 2S4-5, narrates that in 1817 a quarrel between Jos^ de la Guerra and Salvador Aspiroz led to a challenge by the latter; but the padres and governor suc- ceeded in preventing a duel. During",weak-new,"known ship, undated narrative mention"
aspiroz,1817,Monterey,1,False,new-candidate,2,1281284,"1-2; Alvarado, Hist. Cal, MS., i. 75; VaUejo (./. J.), Ueminiscencias, MS., 10. Sola brought with him two men, Aspiroz and Santa Maria, to establish a high school, or college; but they became disgusted with the country a",weak-new,"known ship, undated narrative mention"
astrolabe,1785,,1,True,new-candidate,1,1455834,"mn of 1786. This distinguished navigator had sailed from Brest in August 1785 on the frigate Boussole with the Astrolabe under M. de Langle, on a scientific exploring expedition round the world, fitted out and despatched",strong-new,"known ship, dated HoC event, no existing row that year"
astrolabe,1786,Monterey,1,True,attach,1,1458322,"l of this expedition. Having doubled Cape Horn, visited Easter Island and the Hawaiian group, the Boussole and Astrolabe crossed to the American coast, anchoring July 4, 1786, in the Port des Frangais in 58° 37'/ The nav",auto-attach,ship+year already in registry; HoC corroboration
atala,1797,,1,True,new-candidate,1,2338055,"oba; July '29th, examination of witnesses at San Jos6; Aug. 7th, C6rdoba's report; Aug. 6th, representation of C'atala and Viader to B. ; July 27, 1 798, Peiia, Peticion del P. Guardian sobre Urn ites de San Josi y Santa",strong-new,"known ship, dated HoC event, no existing row that year"
atala,1816,,1,False,new-candidate,2,2405609," C. (Sylvanus), 1847, Co. A, Morm. Bat. Call (Daniel), 1816, Amer. carpenter, age 17, who landed from the Atala at Sta B., where in '36 he had a wife and two children, ii. 248, 282, 393. Callaghan, 1846, three brothers i",auto-attach,ship+year already in registry; HoC corroboration
atala,1817,Monterey,1,False,new-candidate,2,844190,"entioned, we know nothing be3^ond the fact that the Sultan or Sultana touched at Monterey in August,*^ and the Atala or Atlas, Captain Kelly, from Boston, at Santa Bdrbara late in November/*^ leaving one American settler",weak-new,"known ship, undated narrative mention"
ayacucho,1828,,1,False,new-candidate,2,2180983,"of Lima, who sj^ent much of bis time in Cal. from '28 to '32 as supercargo of the Punched, Thos Xowlan, and Ayacucho. He was often ac- companied by his family, and was known to everybody. I have much of his commercial co",weak-new,"known ship, undated narrative mention"
ayacucho,1841,,1,False,new-candidate,2,2309669," B. (Wm), 1832, doubtful record of a carpenter in Solano Co. '69-77. iii. 408. Blanca (J.), 1841, mr of the Ayacucho. iv. 563. Blanchard. 1848, at S. F. from Honolulu in Nov. on the Currency Lasfs. B. (Ira), 1848, in the",weak-new,"known ship, undated narrative mention"
