ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
antonio,1773,Monterey,6,True,new-candidate,1,803647,"ied by Tomds de la Pena sent up by Palou to take Cambon's place, and the arrival of the Scm Carlos and San Antonio in August. As soon as the San Carlos can be unloaded the mule train is made ready and despatched for the ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1773,San Diego,5,True,new-candidate,1,823577,"r, and Fermiu Francisco Lasuen. San Luis Obispo- Jos(5 Cavalier, Domingo Juncosa (anxious to retire), later Jos6 Antonio jlur- gula, with Juan Prestamero and Tomds de la PeiSa as supernumeraries. Sau Antonio — Miguel Pie",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1773,Santa Bárbara,1,False,new-candidate,1,2181138,"rd in 1709 under PortoUl and with CAPTAIN ORTEGA. 671 At Santa Barbara mission adjoining the presidio, Padre Antonio Pater na, the founder, and an old Junipero Serra. On the way he received a letter from Don Jos6 de Galv",weak-new,"known ship, undated narrative mention"
antonio,1774,,2,False,new-candidate,1,898827," vessel. Si. Pap., Miss, and Colon., MS., i. 313. 226 RECOKD OF EVENTS. and get ready to sail on the San Antonio, taking -with him all his men except ten who were to be retained- until the new force arrived from the peni",weak-new,"known ship, undated narrative mention"
antonio,1774,Monterey,3,False,new-candidate,1,193354,"ora, 1775. MS. IMaurelle (Francisco Antonio), Compendio de Noticias, Viage de, 1774. !MS. MaureUe (Francisco Antonio), Jom-nal of a Voyage in 1775. London, 1780. MaureUe (Francisco Antonio), Navegacion, 1779. MS. Maxwell",weak-new,"known ship, undated narrative mention"
antonio,1774,San Diego,1,True,new-candidate,1,1631071," of good for evU; others might apply a different name. Fages sailed from San Diego Aug. 4, 1774, on the San Antonio with orders to join his regiment at Pachuca. On the way to Mexico at Irapuato, Guana- juato, he was robb",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1775,,7,False,new-candidate,1,960772,"ives two arrow wounds which some days later prove fatal. The mission guard consisting of three soldiers, Alejo Antonio Gonzalez, Juan Alvarez, and Joaquin Armenta,^-under Corporal Juan Este van Rocha, in the absence of a",weak-new,"known ship, undated narrative mention"
antonio,1775,Bodega,2,True,new-candidate,1,26269,TION AND S0T7THEEN DISASTEE. 1775. A California-bound Fleet — Franciscan Chaplains — Voyage of Quiros in the 'San Antonio' — Voyage of Ayala in the 'San Cirlos' — Voyage of Heceta and Bodega y Cuadra to the Northern Coas,strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1775,Monterey,2,False,new-candidate,1,193183,"y Russkikh Zasselenig. St. Petersburg, 1861. TMatthewson (T. D.), California Affairs. MS. MaureUe (Francisco Antonio) Diario del Viage de la Sonora, 1775. MS. IMaurelle (Francisco Antonio), Compendio de Noticias, Viage d",weak-new,"known ship, undated narrative mention"
antonio,1775,San Diego,3,True,new-candidate,1,26797,"apistrano — Midnight Destniction of San Diego Mission — Martyrdom of Padre Jaume — A Night of Terror — Alarm at San Antonio 240 CHAPTEE XII. ^ i;XPEDITIONS OF ANZA, FONT, AND GAECES. Anza and his Colony — Preparations in",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1776,Monterey,2,True,new-candidate,1,1091662, the good friar restrained sufficiently to summon troops from Monterey; but the rumor proved unfounded.^ Of San Antonio nothing is recorded save that the mission was quietly prosperous under the ministrations of Pieras a,strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1777,,7,True,new-candidate,1,1090175,"Jos6 Gios; sirrientes oi Santa Clara, 9 (see chapter xiv. ); padres, Francisco Palou, Pedro Benito Cambon, Josi5 Antonio Murguia, and Tomds de la Peua; store-keeper, Hermenegildo Sal. Total 80 men. Moraga'a report in MS.",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1777,San Diego,1,False,new-candidate,1,1124491," PUEBLO BEGINNINGS. permit that navigator to enter any Californian port.''' The transports of 1777 were the San Antonio and the Santiago. The former mider Francisco Villaroel, with Serra as chaplain, arrived at San Diego",weak-new,"known ship, undated narrative mention"
antonio,1778,Monterey,1,True,new-candidate,2,1922289,"l carry it with him. (Here are the crosses.) Before me, Simon Cota, secre- tary of the junta.' Original in S. Antonio, Doc. Sueltos, MS., 105; also in Dept. St. Pap., Ben. Mil., MS., Ux. 16-17. ■'""Estev^an Tapis was born",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1778,San Diego,1,False,new-candidate,1,1139459," at a place called San Juan just above San Diego, by a party of savages who killed the corporal in command, Antonio Briones. The rest escaped with their horses, after having repulsed the foe in an hour's fight. Ser- gean",weak-new,"known ship, undated narrative mention"
antonio,1778,San Francisco,1,True,new-candidate,1,2107714,"he grades from corporal to alfcrez in 1778-9; was made lieutenant, ( CiS J C46 LOCAL EVENTS IN THE SOUTH. Antonio Grajera, of the Espaiia dragoon regiment, who had arrived at San Francisco from San Bias in July, and who ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1779,,6,True,new-candidate,1,243233,". 21 vols. San Andreas, Advertiser, Calaveras Times, Citizen, Footliill Democrat, Moun- tain News, Register. San Antonio, Documentos Sueltos, 1779 et seq. MS. San Antonio, Extracto del Libro de Difuntos. Muerte de Sarria",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1779,Bodega,1,False,new-candidate,1,1179434,"the date of departure. The rumor of war with England caused the two Cali- fornia transports San Carlos and San Antonio to be sent in the autumn of 1779 over to Slanila to give notice of danger and carry §390,000 in money",weak-new,"known ship, undated narrative mention"
antonio,1779,Monterey,1,False,new-candidate,1,193440," de, 1774. !MS. MaureUe (Francisco Antonio), Jom-nal of a Voyage in 1775. London, 1780. MaureUe (Francisco Antonio), Navegacion, 1779. MS. Maxwell (R. T.), Visit to Monterey in 1842. J\IS. jUayer (Brantz), Mexico, Aztec,",weak-new,"known ship, undated narrative mention"
antonio,1779,San Diego,1,False,new-candidate,1,1180384,"dores were chosen in 1779 for the older missions; two of each for San Cdrlos and San Diego, and one for San Antonio, San Luis, and San Gabriel.,^- Neve at his coming had found the so-called presidios to be mere collectio",weak-new,"known ship, undated narrative mention"
antonio,1779,San Francisco,1,True,new-candidate,1,59786,"tsun Language. New York, 1861; also original MS. Arteaga (Ignacio), Tercera Exploracion, 1779. MS. Ascension (Antonio de la), Descubriniiento de California, 12 Oct. 1620. In Pacheco and Cardenas, Col. Doc. , torn. viii. ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1780,,5,True,new-candidate,1,1247274,"creasing the danger. In November Croix arrived at Arizpe, whither Diaz proceeded to report in person, and Juan Antonio Barreneche was sent as companion to Garces. The general listened to the padre's report, and resolved ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1780,Refugio,1,False,new-candidate,2,2485776," comp. '19-22. C. (Mariano), son of Joa- quin, at La Brea '36, age 15. C. (Mariano), son of Jose Ant., at S. Antonio rancho '36, age IS. C. (Mariano I.), soldier of S F. comp. '19-22. C. (Mar- tina), grantee of Shoquel '",weak-new,"known ship, undated narrative mention"
antonio,1781,,5,False,new-candidate,1,233110,"az. Queretaro, 1848. Relacion de las Embarcaciones que ban conducido los Sitiiados, 1781-96. MS. Rengel (Jos(5 Antonio), Comunicaciones de Provincias Internas, 1784-6. MS. Requena (ilanuel), Documentos para la Historia d",weak-new,"known ship, undated narrative mention"
antonio,1781,San Francisco,1,False,new-candidate,1,1232826," the aid of Dumetz from San Cdrlos and Noriega from San Francisco. The latter, after accompanying Serra to San Antonio, took temporarily the place of Crespi at San Cdi^los while Crespi went with Serra to San Francisco on",weak-new,"known ship, undated narrative mention"
antonio,1781,Trinidad,1,False,new-candidate,2,2174263,"f S. D. ayunt. in '36-7. iii. 508, 615-16. Amari- llas (,Juan A.), sold, killed by Ind. 1781. i. 362. Amaya (Antonio), native of Cal., age 40, at the Trinidad rauclio '36; wife Maria Ant. Larios; children, Benito, Espera",weak-new,"known ship, undated narrative mention"
antonio,1782,,7,True,new-candidate,1,100646," en varios Arcbivos. MS. Carrillo (Josc5), Documentos para la Historia de California. ISIS. Carrillo (JoscS Antonio), Accion de S. Pedro contra los Americanos, 1S4G. MS. C'ai-rillo (.Jos^ Antonio), Comuuicaciones Varias ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1782,Monterey,1,False,new-candidate,1,1456875,"blishment were as follows : San Francisco presidio and two missions, §373; Monterey, §833; San Cdrlos, 8100; San Antonio, $122; San Luis, $107; Sta. Barbara presidio, S249; Los Angeles, .?1 5; San Gabriel, §134; San Juan",weak-new,"known ship, undated narrative mention"
antonio,1782,Refugio,1,False,new-candidate,2,2483793,"uel), son of Juan Jos6, at Brancif. '28; perhaps same as the preceding. C. (Manuel), son of Jos6 Ant., at S. Antonio rancho '36, age 8. C. (M.), sentenced to presidio '45. iv. 654. C. (Maria Encarnacion), wife of Surg. D",weak-new,"known ship, undated narrative mention"
antonio,1782,San Diego,2,True,new-candidate,1,1287800," six new friars by this year's transport ; so he went south himself, administering confirmation en route at San Antonio and San Luis, reaching Angeles on March 18th, and San Gabriel the next day. Here he he met Father Ca",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1782,San Francisco,5,True,new-candidate,1,1227194,"Jos(5 Moreno; G, Felix Villavicencio; H, Francisco Sinoya; Y, vacant; J, Basilio Rosas; K, Alejandro Rosas; L, Antonio NavaiTo; M, PUEBLO MAPS. the government.^^ In December 1782 Governor Fages commissioned Moraga of San",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1783,,2,False,new-candidate,2,2222397,"time till about '38. iii. 16, 76, 83-4, 230, 009. Another Ant. A. in '37-9 apparently, iii. 504, 039. Avila (Antonio Ignacio), 1783, son of Cornelio; native of Sonora, who settled at Los Ang.; in 1804 married Rosa Ruiz a",weak-new,"known ship, undated narrative mention"
antonio,1783,Monterey,1,False,new-candidate,1,2026861,"t potatoes in ( iluMini;; in IT^Ij. There are some tradi- tions of wild grapes found in the rdunii >■ una Sun Antonio, and improved by cultivation. Gomez, Lo que sahe, MS., lUo-(i. Fages' garden in 1783-91 with 200 fruit",weak-new,"known ship, undated narrative mention"
antonio,1783,San Francisco,2,False,new-candidate,1,1230675," Manuel Gonzalez; 9, 10, Bernardo Eo- sales; 11, 12, Francisco Avila; 13, 14, Jos(5 Tiburcio Vasquez ; 15, IG, Antonio Romero; 17, IS, Ignacio Archuleta. As I have before noted, four of these names differ from those of t",weak-new,"known ship, undated narrative mention"
antonio,1783,Santa Bárbara,1,True,new-candidate,2,302718," MS., ii. 74. He served as a sergeant at Santa Barbara for 12 years from May 26, 1783. His first son Carlos Antonio was baptized at Santa Barbara Feb. 17, 1784. Sta Barbara, Lib. de Mision, MS., 3. In 1795 he was transfe",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1784,,3,True,new-candidate,1,1576940,"TRICT. 469 as given in connection with other missions are as follows: At San Carlos Junipero Serra and Matias Antonio cle Santa Catarina y Noriega served until August 1784, when the former having died, the latter served ",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1784,San Diego,1,False,new-candidate,1,1391061," from his last tour of confirmation in the south, during which he visited every mission from San Diego to San Antonio. In June he came home from a last visit to the northern missions of San Francisco and Santa Clara. He ",weak-new,"known ship, undated narrative mention"
antonio,1785,,3,True,new-candidate,1,1518613,"t was pos- sible to do with half-breed colonists, stupid aborigines, and opposing priests. At Neve's death Jose Antonio Rengel was ap- pointed by the audiencia of Guadalajara to the tem- joorary command; and by royal ord",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1785,Loreto,1,False,new-candidate,1,1218333,"; Luis Quintero, negro, 55 years, wife mulattress, 5 children; Jos6 Moreno, mulatto, 22 years, wife mulattress ; Antonio Miranda, chmo, 50 years, 1 child. The last-named was at first absent at Loreto. He was not a Chinam",weak-new,"known ship, undated narrative mention"
antonio,1785,San Diego,1,True,new-candidate,2,1764442,", Lib. J/mo??, MS., 35-6; Soledad, Lib. Jilision, MS.; Cantua, in Taijlor''s Discov. and Found., ii. 27. Padre Antonio Ripoll was, like Jaime, a native of Palma in Mallorca, where he was born in 1785, becoming a Francisc",strong-new,"known ship, dated HoC event, no existing row that year"
antonio,1786,San Diego,2,True,new-candidate,1,1539700,"ies of his new position as president called him to San Carlos, and his place was taken by Juan Mariner. Juan Antonio Garcia Rioboo was associate until Oc- tober 1786, and was then succeeded by Hilario Tor- Jictll y Mexic",strong-new,"known ship, dated HoC event, no existing row that year"
